[23Dec2024 00:00:06.500] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-4, 12], pos: MutableBlockPos{x=-49, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=82, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=81, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=80, z=-303}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-44, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-42, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=82, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=81, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-41, y=80, z=-302}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=82, z=-301}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=81, z=-301}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-43, y=80, z=-301}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-48, y=83, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.228] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-48, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
